	wavelength	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12
29	329.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	332.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	337.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	338.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	341.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	344.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	350.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	352.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	356.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	357.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	358.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	359.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61	361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	363.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	366.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	367.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	370.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	371.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	372.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	377.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82	382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	383.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	384.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	385.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	387.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	389.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	393.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	394.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	396.0	0.000779996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	397.0	0.001559992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	398.0	0.00832173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	399.0	0.02106521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	400.0	0.03380869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	401.0	0.04581517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	402.0	0.0578216499999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	403.0	0.072071208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	404.0	0.0885638439999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	405.0	0.10505648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	406.0	0.124205968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	407.0	0.143355456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108	408.0	0.166453262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	409.0	0.193499386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	410.0	0.22054551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111	411.0	0.249411838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112	412.0	0.278278166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	413.0	0.308333918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
114	414.0	0.3395790939999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
115	415.0	0.37082427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	416.0	0.406842454	0.00037336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
117	417.0	0.442860638	0.00074672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118	418.0	0.476359392	0.012987816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119	419.0	0.507338716	0.037096648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	420.0	0.53831804	0.06120548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
121	421.0	0.569678444	0.086623456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
122	422.0	0.6010388480000001	0.112041432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
123	423.0	0.628771046	0.127770574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	424.0	0.652875038	0.133810882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	425.0	0.67697903	0.13985119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	426.0	0.684116818	0.146597982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	427.0	0.691254606	0.153344774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128	428.0	0.71871958	0.163301752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	429.0	0.76651174	0.176468916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	430.0	0.8143039	0.18963608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	431.0	0.870372052	0.208556276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	432.0	0.926440204	0.227476472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133	433.0	0.862449956	0.24874501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	434.0	0.678401308	0.27236189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	435.0	0.49435266	0.29597877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	436.0	0.298883364	0.32577635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	437.0	0.1034140679999999	0.35557393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	438.0	0.00472159	0.383527784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	439.0	0.00280593	0.409637912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140	440.0	0.00089027	0.43574804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	441.0	0.000798442	0.467006412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	442.0	0.0007066139999999	0.498264784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	443.0	0.000832002	0.5282875140000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	444.0	0.001174606	0.557074602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	445.0	0.00151721	0.58586169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	446.0	0.0017119659999999	0.625948414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	447.0	0.001906722	0.666035138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	448.0	0.002058096	0.70104613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	449.0	0.002166088	0.73098139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	450.0	0.00227408	0.76091665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151	451.0	0.002577168	0.808009454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	452.0	0.002880256	0.855102258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	453.0	0.00242544	0.885494944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154	454.0	0.0012127199999999	0.899187512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	455.0	0.0	0.91288008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	456.0	0.0	0.932901088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	457.0	0.0	0.952922096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	458.0	0.0	0.852496712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	459.0	0.0	0.631624936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	460.0	0.0	0.41075316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	461.0	0.0	0.25024572	0.000511932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	462.0	0.0	0.08973828	0.001023864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	463.0	0.0	0.007587648	0.001406008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	464.0	0.0	0.0037938239999999	0.001658364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	465.0	0.0	0.0	0.00191072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	466.0	0.0	0.0	0.005510288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167	467.0	0.0	0.0	0.009109856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168	468.0	0.0	0.0	0.0503968439999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
169	469.0	0.0	0.0	0.129371252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	470.0	0.0	0.0	0.20834566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171	471.0	0.0	0.0	0.330253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172	472.0	0.0	0.0	0.45216034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173	473.0	0.0	0.0	0.529748188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	474.0	0.0	0.0	0.563016544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	475.0	0.0	0.0	0.5962849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	476.0	0.0	0.0	0.628689672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177	477.0	0.0	0.0	0.661094444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178	478.0	0.0	0.0	0.684697836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	479.0	0.0	0.0	0.699499848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	480.0	0.0	0.0	0.71430186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181	481.0	0.0	0.0	0.7257773319999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
182	482.0	0.0	0.0	0.7372528039999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183	483.0	0.0	0.0	0.749609054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	484.0	0.0	0.0	0.7628460819999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185	485.0	0.0	0.0	0.77608311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	486.0	0.0	0.0	0.775926618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187	487.0	0.0	0.0	0.775770126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188	488.0	0.0	0.0	0.786099378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189	489.0	0.0	0.0	0.806914374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190	490.0	0.0	0.0	0.82772937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191	491.0	0.0	0.0	0.838708582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	492.0	0.0	0.0	0.8496877939999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
193	493.0	0.0	0.0	0.861671636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194	494.0	0.0	0.0	0.874660108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	495.0	0.0	0.0	0.88764858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
196	496.0	0.0	0.0	0.894946096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197	497.0	0.0	0.0	0.902243612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198	498.0	0.0	0.0	0.90635359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
199	499.0	0.0	0.0	0.90727603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200	500.0	0.0	0.0	0.90819847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201	501.0	0.0	0.0	0.916695958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
202	502.0	0.0	0.0	0.925193446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	503.0	0.0	0.0	0.936278222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204	504.0	0.0	0.0	0.949950286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
205	505.0	0.0	0.0	0.96362235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206	506.0	0.0	0.0	0.959981042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	507.0	0.0	0.0	0.956339734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
208	508.0	0.0	0.0	0.8404104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	509.0	0.0	0.0	0.61219304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
210	510.0	0.0	0.0	0.38397568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	511.0	0.0	0.0	0.232640152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	512.0	0.0	0.0	0.0813046239999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
213	513.0	0.0	0.0	0.004778638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
214	514.0	0.0	0.0	0.003062194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	515.0	0.0	0.0	0.00134575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216	516.0	0.0	0.0	0.001347722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
217	517.0	0.0	0.0	0.001349694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
218	518.0	0.0	0.0	0.001386766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
219	519.0	0.0	0.0	0.001458938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
220	520.0	0.0	0.0	0.00153111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
221	521.0	0.0	0.0	0.001556058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
222	522.0	0.0	0.0	0.001581006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
223	523.0	0.0	0.0	0.001573848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224	524.0	0.0	0.0	0.001534584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
225	525.0	0.0	0.0	0.00149532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226	526.0	0.0	0.0	0.001458368	5.7764000000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
227	527.0	0.0	0.0	0.001421416	0.000115528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
228	528.0	0.0	0.0	0.001122352	0.000406086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	529.0	0.0	0.0	0.000561176	0.000929438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
230	530.0	0.0	0.0	0.0	0.00145279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
231	531.0	0.0	0.0	0.0	0.010398866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
232	532.0	0.0	0.0	0.0	0.019344942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
233	533.0	0.0	0.0	0.0	0.109328128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
234	534.0	0.0	0.0	0.0	0.280348424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235	535.0	0.0	0.0	0.0	0.45136872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
236	536.0	0.0	0.0	0.0	0.598015952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	537.0	0.0	0.0	0.0	0.744663184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238	538.0	0.0	0.0	0.0	0.8187984660000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239	539.0	0.0	0.0	0.0	0.820421798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240	540.0	0.0	0.0	0.0	0.82204513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	541.0	0.0	0.0	0.0	0.82500467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242	542.0	0.0	0.0	0.0	0.82796421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	543.0	0.0	0.0	0.0	0.834525842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
244	544.0	0.0	0.0	0.0	0.844689566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245	545.0	0.0	0.0	0.0	0.85485329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246	546.0	0.0	0.0	0.0	0.871140278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
247	547.0	0.0	0.0	0.0	0.887427266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
248	548.0	0.0	0.0	0.0	0.892628992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
